0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9896 0.9892 0.9887 0.9882 0.9878 0.9873 0.9869 0.9864 0.9860 0.9855
0.9851 0.9846 0.9842 0.9837 0.9833 0.9828 0.9823 0.9819 0.9814 0.9810
0.9805 0.9801 0.9796 0.9792 0.9787 0.9783 0.9778 0.9774 0.9769 0.9764
0.9760 0.9755 0.9751 0.9746 0.9742 0.9737 0.9733 0.9728 0.9724 0.9719
0.9715 0.9710 0.9705 0.9701 0.9696 0.9692 0.9687 0.9683 0.9678 0.9674
0.9669 0.9665 0.9660 0.9656 0.9651 0.9646 0.9642 0.9637 0.9633 0.9628
0.9624 0.9619 0.9615 0.9610 0.9606 0.9601 0.9596 0.9592 0.9587 0.9583
0.9578 0.9574 0.9569 0.9565 0.9560 0.9556 0.9551 0.9547 0.9542 0.9537
0.9533 0.9528 0.9524 0.9519 0.9515 0.9510 0.9506 0.9501 0.9497 0.9492
0.9488 0.9483 0.9478 0.9474 0.9469 0.9465 0.9460 0.9456 0.9451 0.9447
0.9442 0.9438 0.9433 0.9429 0.9424 0.9419 0.9415 0.9410 0.9406 0.9401
0.9397 0.9392 0.9388 0.9383 0.9379 0.9374 0.9370 0.9365 0.9360 0.9356
0.9351 0.9347 0.9342 0.9338 0.9333 0.9329 0.9324 0.9320 0.9315 0.9311
0.9306 0.9301 0.9297 0.9292 0.9288 0.9283 0.9279 0.9274 0.9270 0.9265
0.9261 0.9256 0.9252 0.9247 0.9242 0.9238 0.9233 0.9229 0.9224 0.9220
0.9215 0.9211 0.9206 0.9202 0.9197 0.9192 0.9188 0.9183 0.9179 0.9174
0.9170 0.9165 0.9161 0.9156 0.9152 0.9147 0.9142 0.9138 0.9133 0.9129
0.9124 0.9120 0.9115 0.9110 0.9106 0.9101 0.9096 0.9091 0.9086 0.9081
0.9076 0.9071 0.9066 0.9060 0.9055 0.9049 0.9042 0.9035 0.9028 0.9020
0.9011 0.9001 0.8989 0.8976 0.8961 0.8943 0.8922 0.8897 0.8867 0.8831
0.8788 0.8736 0.8672 0.8596 0.8504 0.8392 0.8259 0.8099 0.7909 0.7685
0.7425 0.7124 0.6783 0.6402 0.5983 0.5533 0.5059 0.4572 0.4082 0.3601
0.3141 0.2709 0.2313 0.1957 0.1642 0.1368 0.1132 0.0932 0.0764 0.0624
0.0508 0.0412 0.0334 0.0270 0.0218 0.0176 0.0142 0.0114 0.0092 0.0074
0.0059 0.0048 0.0038 0.0031 0.0025 0.0020 0.0016 0.0013 0.0010 0.0008
0.0007 0.0005 0.0004 0.0003 0.0003 0.0002 0.0002 0.0001 0.0001 0.0001
0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 
