0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900 0.9900
0.9885 0.9868 0.9851 0.9834 0.9817 0.9800 0.9783 0.9766 0.9749 0.9732
0.9715 0.9698 0.9680 0.9663 0.9646 0.9629 0.9612 0.9595 0.9578 0.9561
0.9544 0.9527 0.9510 0.9493 0.9476 0.9459 0.9441 0.9424 0.9407 0.9390
0.9373 0.9356 0.9339 0.9322 0.9305 0.9288 0.9271 0.9254 0.9237 0.9220
0.9202 0.9185 0.9168 0.9151 0.9134 0.9117 0.9100 0.9083 0.9066 0.9049
0.9032 0.9015 0.8998 0.8981 0.8964 0.8946 0.8929 0.8912 0.8895 0.8878
0.8861 0.8844 0.8827 0.8810 0.8793 0.8776 0.8759 0.8742 0.8725 0.8707
0.8690 0.8673 0.8656 0.8639 0.8622 0.8605 0.8588 0.8571 0.8554 0.8537
0.8520 0.8503 0.8486 0.8468 0.8451 0.8434 0.8417 0.8400 0.8383 0.8366
0.8349 0.8332 0.8315 0.8298 0.8281 0.8264 0.8247 0.8229 0.8212 0.8195
0.8178 0.8161 0.8144 0.8127 0.8110 0.8093 0.8076 0.8059 0.8042 0.8025
0.8008 0.7991 0.7973 0.7956 0.7939 0.7922 0.7905 0.7888 0.7871 0.7854
0.7837 0.7820 0.7803 0.7786 0.7769 0.7752 0.7734 0.7717 0.7700 0.0000
0.0000 0.0000 
